geography,med_household_income,unemployed,total_pop,gini,year,geography_str,state_cd
"Congressional District 11 (116th Congress), Florida: Summary level: 500, state:12> congressional district:11",46297.0,20153.0,754649.0,0.435,2018,"Congressional District 11 (116th Congress), Florida: Summary level: 500, state:12> congressional district:11",FL-11
"Congressional District 15 (116th Congress), Florida: Summary level: 500, state:12> congressional district:15",54333.0,23015.0,777638.0,0.4311,2018,"Congressional District 15 (116th Congress), Florida: Summary level: 500, state:12> congressional district:15",FL-15
"Congressional District 23 (116th Congress), Florida: Summary level: 500, state:12> congressional district:23",64827.0,23051.0,756127.0,0.4929,2018,"Congressional District 23 (116th Congress), Florida: Summary level: 500, state:12> congressional district:23",FL-23
"Congressional District 2 (116th Congress), Kansas: Summary level: 500, state:20> congressional district:02",53367.0,15855.0,714992.0,0.4455,2018,"Congressional District 2 (116th Congress), Kansas: Summary level: 500, state:20> congressional district:02",KS-02
"Congressional District 2 (116th Congress), Kentucky: Summary level: 500, state:21> congressional district:02",50611.0,20592.0,753608.0,0.4551,2018,"Congressional District 2 (116th Congress), Kentucky: Summary level: 500, state:21> congressional district:02",KY-02
"Congressional District 6 (116th Congress), Kentucky: Summary level: 500, state:21> congressional district:06",52340.0,22994.0,765842.0,0.4699,2018,"Congressional District 6 (116th Congress), Kentucky: Summary level: 500, state:21> congressional district:06",KY-06
"Congressional District 1 (116th Congress), Kentucky: Summary level: 500, state:21> congressional district:01",42114.0,19405.0,720226.0,0.4714,2018,"Congressional District 1 (116th Congress), Kentucky: Summary level: 500, state:21> congressional district:01",KY-01
"Congressional District 3 (116th Congress), Kentucky: Summary level: 500, state:21> congressional district:03",53348.0,23291.0,745082.0,0.4745,2018,"Congressional District 3 (116th Congress), Kentucky: Summary level: 500, state:21> congressional district:03",KY-03
"Congressional District 5 (116th Congress), Kentucky: Summary level: 500, state:21> congressional district:05",32884.0,23237.0,702070.0,0.4924,2018,"Congressional District 5 (116th Congress), Kentucky: Summary level: 500, state:21> congressional district:05",KY-05
"Congressional District 4 (116th Congress), Kentucky: Summary level: 500, state:21> congressional district:04",61835.0,18839.0,753376.0,0.4587,2018,"Congressional District 4 (116th Congress), Kentucky: Summary level: 500, state:21> congressional district:04",KY-04
"Congressional District 4 (116th Congress), Louisiana: Summary level: 500, state:22> congressional district:04",41366.0,24742.0,753519.0,0.4956,2018,"Congressional District 4 (116th Congress), Louisiana: Summary level: 500, state:22> congressional district:04",LA-04
"Congressional District 2 (116th Congress), Louisiana: Summary level: 500, state:22> congressional district:02",39372.0,34376.0,789120.0,0.5172,2018,"Congressional District 2 (116th Congress), Louisiana: Summary level: 500, state:22> congressional district:02",LA-02
"Congressional District 6 (116th Congress), Louisiana: Summary level: 500, state:22> congressional district:06",62778.0,20776.0,789153.0,0.4616,2018,"Congressional District 6 (116th Congress), Louisiana: Summary level: 500, state:22> congressional district:06",LA-06
"Congressional District 1 (116th Congress), Louisiana: Summary level: 500, state:22> congressional district:01",59050.0,22246.0,801089.0,0.4774,2018,"Congressional District 1 (116th Congress), Louisiana: Summary level: 500, state:22> congressional district:01",LA-01
"Congressional District 3 (116th Congress), Louisiana: Summary level: 500, state:22> congressional district:03",48996.0,24794.0,783013.0,0.4758,2018,"Congressional District 3 (116th Congress), Louisiana: Summary level: 500, state:22> congressional district:03",LA-03
"Congressional District 5 (116th Congress), Louisiana: Summary level: 500, state:22> congressional district:05",38462.0,22916.0,747722.0,0.4993,2018,"Congressional District 5 (116th Congress), Louisiana: Summary level: 500, state:22> congressional district:05",LA-05
"Congressional District 1 (116th Congress), Maine: Summary level: 500, state:23> congressional district:01",63935.0,14127.0,679024.0,0.4485,2018,"Congressional District 1 (116th Congress), Maine: Summary level: 500, state:23> congressional district:01",ME-01
"Congressional District 47 (116th Congress), California: Summary level: 500, state:06> congressional district:47",67451.0,21620.0,714812.0,0.4609,2018,"Congressional District 47 (116th Congress), California: Summary level: 500, state:06> congressional district:47",CA-47
"Congressional District 31 (116th Congress), California: Summary level: 500, state:06> congressional district:31",61219.0,30019.0,744628.0,0.4463,2018,"Congressional District 31 (116th Congress), California: Summary level: 500, state:06> congressional district:31",CA-31
"Congressional District 3 (116th Congress), California: Summary level: 500, state:06> congressional district:03",64891.0,23887.0,736039.0,0.4571,2018,"Congressional District 3 (116th Congress), California: Summary level: 500, state:06> congressional district:03",CA-03
"Congressional District 48 (116th Congress), California: Summary level: 500, state:06> congressional district:48",91464.0,18322.0,726516.0,0.491,2018,"Congressional District 48 (116th Congress), California: Summary level: 500, state:06> congressional district:48",CA-48
"Congressional District 10 (116th Congress), California: Summary level: 500, state:06> congressional district:10",62837.0,33086.0,744389.0,0.4366,2018,"Congressional District 10 (116th Congress), California: Summary level: 500, state:06> congressional district:10",CA-10
"Congressional District 52 (116th Congress), California: Summary level: 500, state:06> congressional district:52",94302.0,20738.0,765158.0,0.4586,2018,"Congressional District 52 (116th Congress), California: Summary level: 500, state:06> congressional district:52",CA-52
"Congressional District 18 (116th Congress), California: Summary level: 500, state:06> congressional district:18",129821.0,15368.0,740932.0,0.5003,2018,"Congressional District 18 (116th Congress), California: Summary level: 500, state:06> congressional district:18",CA-18
"Congressional District 20 (116th Congress), California: Summary level: 500, state:06> congressional district:20",69872.0,21094.0,735667.0,0.4653,2018,"Congressional District 20 (116th Congress), California: Summary level: 500, state:06> congressional district:20",CA-20
"Congressional District 25 (116th Congress), California: Summary level: 500, state:06> congressional district:25",79198.0,23194.0,718950.0,0.4451,2018,"Congressional District 25 (116th Congress), California: Summary level: 500, state:06> congressional district:25",CA-25
"Congressional District 32 (116th Congress), California: Summary level: 500, state:06> congressional district:32",67871.0,24865.0,719643.0,0.4198,2018,"Congressional District 32 (116th Congress), California: Summary level: 500, state:06> congressional district:32",CA-32
"Congressional District 35 (116th Congress), California: Summary level: 500, state:06> congressional district:35",61852.0,29473.0,741990.0,0.4033,2018,"Congressional District 35 (116th Congress), California: Summary level: 500, state:06> congressional district:35",CA-35
"Congressional District 26 (116th Congress), California: Summary level: 500, state:06> congressional district:26",82350.0,22461.0,725953.0,0.4533,2018,"Congressional District 26 (116th Congress), California: Summary level: 500, state:06> congressional district:26",CA-26
"Congressional District 44 (116th Congress), California: Summary level: 500, state:06> congressional district:44",52173.0,31520.0,723072.0,0.4411,2018,"Congressional District 44 (116th Congress), California: Summary level: 500, state:06> congressional district:44",CA-44
"Congressional District 49 (116th Congress), California: Summary level: 500, state:06> congressional district:49",87919.0,17395.0,737614.0,0.4821,2018,"Congressional District 49 (116th Congress), California: Summary level: 500, state:06> congressional district:49",CA-49
"Congressional District 24 (116th Congress), California: Summary level: 500, state:06> congressional district:24",71225.0,20298.0,734027.0,0.469,2018,"Congressional District 24 (116th Congress), California: Summary level: 500, state:06> congressional district:24",CA-24
"Congressional District 29 (116th Congress), California: Summary level: 500, state:06> congressional district:29",53324.0,27162.0,721304.0,0.446,2018,"Congressional District 29 (116th Congress), California: Summary level: 500, state:06> congressional district:29",CA-29
"Congressional District 6 (116th Congress), California: Summary level: 500, state:06> congressional district:06",54819.0,29397.0,751475.0,0.4704,2018,"Congressional District 6 (116th Congress), California: Summary level: 500, state:06> congressional district:06",CA-06
"Congressional District 11 (116th Congress), California: Summary level: 500, state:06> congressional district:11",88762.0,24336.0,754654.0,0.4941,2018,"Congressional District 11 (116th Congress), California: Summary level: 500, state:06> congressional district:11",CA-11
"Congressional District 50 (116th Congress), California: Summary level: 500, state:06> congressional district:50",74605.0,22433.0,747793.0,0.4313,2018,"Congressional District 50 (116th Congress), California: Summary level: 500, state:06> congressional district:50",CA-50
