Segment,state,CD119_2024,CD119_2024_Name,US Senator 1: Name,US Senator 1: Party,US Senator 2: Name,US Senator 2: Party,US Representative Name,US Representative Party,quarter,Estimated_Actual_Quarterly_Expenditure,StateName,population,real_gdp,Total Federal Investment,Federal investment per capita,Federal investment as a fraction of state GDP,year
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2019-Q3,33.293285,Massachusetts,6894883.0,681702.621466,,,,2019
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2019-Q4,36.018025,Massachusetts,6920587.922248,685964.214098,,,,2019
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2020-Q1,23.838955,Massachusetts,6946388.675423,685754.93946,,,,2020
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2020-Q2,32.009531,Massachusetts,6972003.609943,629092.245752,,,,2020
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2020-Q3,37.742285,Massachusetts,6997713.0,674885.341585,,,,2020
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2020-Q4,39.998357,Massachusetts,6996260.212835,688729.175985,,,,2020
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2021-Q1,24.409927,Massachusetts,6994807.727282,695204.006458,,,,2021
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2021-Q2,22.860118,Massachusetts,6993387.109289,709466.390134,,,,2021
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2021-Q3,17.624351,Massachusetts,6991951.0,721376.019544,,,,2021
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2021-Q4,14.129695,Massachusetts,6989628.178609,725383.945949,,,,2021
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2022-Q1,9.287648,Massachusetts,6987306.128892,723081.924929,244.43314,34.982458,0.001352,2022
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2022-Q2,12.931109,Massachusetts,6985035.304961,725580.537276,70.271371,10.060274,0.000387,2022
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2022-Q3,13.135644,Massachusetts,6982740.0,723538.524139,67.616964,9.683443,0.000374,2022
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2022-Q4,7.105934,Massachusetts,6987438.397847,737331.625294,124.650887,17.839282,0.000676,2022
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2023-Q1,1.47146,Massachusetts,6992139.957053,731307.052376,81.2618,11.621878,0.000444,2023
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2023-Q2,1.881488,Massachusetts,6996742.369511,734300.313867,96.988524,13.861954,0.000528,2023
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2023-Q3,1.987694,Massachusetts,7001399.0,737515.533309,105.134984,15.016282,0.00057,2023
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2023-Q4,1.68387,Massachusetts,7035034.721753,742062.500448,109.696297,15.592858,0.000591,2023
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2024-Q1,1.076224,Massachusetts,7068832.034323,752278.907786,253.817447,35.906561,0.00135,2024
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2024-Q2,1.076224,Massachusetts,7102421.711445,755754.135111,177.437279,24.982645,0.000939,2024
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2024-Q3,4.109461,Massachusetts,7136171.0,760104.510924,131.147224,18.377814,0.00069,2024
Energy and Industry,ma,2501,MA-01,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Richard Neal,Democratic,2024-Q4,5.211896,Massachusetts,7170454.185709,764479.928967,176.889979,24.669285,0.000926,2024
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2018-Q1,15.637983,Massachusetts,6874722.140118,651890.498005,,,,2018
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2018-Q2,13.660384,Massachusetts,6880188.491825,656494.540046,,,,2018
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2018-Q3,10.864711,Massachusetts,6885720.0,659024.860671,,,,2018
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2018-Q4,9.115735,Massachusetts,6888028.4296,660806.865924,,,,2018
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2019-Q1,10.796717,Massachusetts,6890337.633099,668867.110322,,,,2019
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2019-Q2,17.278173,Massachusetts,6892597.385616,673325.294282,,,,2019
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2019-Q3,26.889842,Massachusetts,6894883.0,681702.621466,,,,2019
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2019-Q4,28.845595,Massachusetts,6920587.922248,685964.214098,,,,2019
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2020-Q1,18.099854,Massachusetts,6946388.675423,685754.93946,,,,2020
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2020-Q2,20.722885,Massachusetts,6972003.609943,629092.245752,,,,2020
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2020-Q3,21.326354,Massachusetts,6997713.0,674885.341585,,,,2020
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2020-Q4,18.929786,Massachusetts,6996260.212835,688729.175985,,,,2020
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2021-Q1,13.144672,Massachusetts,6994807.727282,695204.006458,,,,2021
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2021-Q2,9.337156,Massachusetts,6993387.109289,709466.390134,,,,2021
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2021-Q3,11.638149,Massachusetts,6991951.0,721376.019544,,,,2021
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2021-Q4,30.993497,Massachusetts,6989628.178609,725383.945949,,,,2021
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2022-Q1,13.325074,Massachusetts,6987306.128892,723081.924929,244.43314,34.982458,0.001352,2022
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2022-Q2,9.874672,Massachusetts,6985035.304961,725580.537276,70.271371,10.060274,0.000387,2022
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2022-Q3,7.060807,Massachusetts,6982740.0,723538.524139,67.616964,9.683443,0.000374,2022
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2022-Q4,2.572843,Massachusetts,6987438.397847,737331.625294,124.650887,17.839282,0.000676,2022
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2023-Q1,2.639343,Massachusetts,6992139.957053,731307.052376,81.2618,11.621878,0.000444,2023
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2023-Q2,2.456185,Massachusetts,6996742.369511,734300.313867,96.988524,13.861954,0.000528,2023
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2023-Q3,0.289598,Massachusetts,7001399.0,737515.533309,105.134984,15.016282,0.00057,2023
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2023-Q4,2.847715,Massachusetts,7035034.721753,742062.500448,109.696297,15.592858,0.000591,2023
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2024-Q1,4.401891,Massachusetts,7068832.034323,752278.907786,253.817447,35.906561,0.00135,2024
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2024-Q2,4.401891,Massachusetts,7102421.711445,755754.135111,177.437279,24.982645,0.000939,2024
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2024-Q3,2.56777,Massachusetts,7136171.0,760104.510924,131.147224,18.377814,0.00069,2024
Energy and Industry,ma,2502,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,2024-Q4,0.550236,Massachusetts,7170454.185709,764479.928967,176.889979,24.669285,0.000926,2024
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2018-Q1,3.778563,Massachusetts,6874722.140118,651890.498005,,,,2018
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2018-Q2,8.981402,Massachusetts,6880188.491825,656494.540046,,,,2018
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2018-Q3,10.236194,Massachusetts,6885720.0,659024.860671,,,,2018
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2018-Q4,6.057254,Massachusetts,6888028.4296,660806.865924,,,,2018
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2019-Q1,3.217729,Massachusetts,6890337.633099,668867.110322,,,,2019
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2019-Q2,18.941149,Massachusetts,6892597.385616,673325.294282,,,,2019
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2019-Q3,10.952086,Massachusetts,6894883.0,681702.621466,,,,2019
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2019-Q4,10.340774,Massachusetts,6920587.922248,685964.214098,,,,2019
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2020-Q1,5.946924,Massachusetts,6946388.675423,685754.93946,,,,2020
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2020-Q2,10.222811,Massachusetts,6972003.609943,629092.245752,,,,2020
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2020-Q3,20.796925,Massachusetts,6997713.0,674885.341585,,,,2020
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2020-Q4,31.858039,Massachusetts,6996260.212835,688729.175985,,,,2020
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2021-Q1,30.109673,Massachusetts,6994807.727282,695204.006458,,,,2021
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2021-Q2,15.814471,Massachusetts,6993387.109289,709466.390134,,,,2021
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2021-Q3,6.346661,Massachusetts,6991951.0,721376.019544,,,,2021
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2021-Q4,2.510402,Massachusetts,6989628.178609,725383.945949,,,,2021
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2022-Q1,1.54382,Massachusetts,6987306.128892,723081.924929,244.43314,34.982458,0.001352,2022
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2022-Q2,0.944822,Massachusetts,6985035.304961,725580.537276,70.271371,10.060274,0.000387,2022
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2022-Q3,1.412125,Massachusetts,6982740.0,723538.524139,67.616964,9.683443,0.000374,2022
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2022-Q4,1.295453,Massachusetts,6987438.397847,737331.625294,124.650887,17.839282,0.000676,2022
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2023-Q1,0.607082,Massachusetts,6992139.957053,731307.052376,81.2618,11.621878,0.000444,2023
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2023-Q4,2.200945,Massachusetts,7035034.721753,742062.500448,109.696297,15.592858,0.000591,2023
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2024-Q1,2.200945,Massachusetts,7068832.034323,752278.907786,253.817447,35.906561,0.00135,2024
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2024-Q2,2.200945,Massachusetts,7102421.711445,755754.135111,177.437279,24.982645,0.000939,2024
Energy and Industry,ma,2503,MA-03,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Lori Trahan,Democratic,2024-Q3,0.733648,Massachusetts,7136171.0,760104.510924,131.147224,18.377814,0.00069,2024
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2018-Q2,5.480167,Massachusetts,6880188.491825,656494.540046,,,,2018
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2018-Q3,8.089977,Massachusetts,6885720.0,659024.860671,,,,2018
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2018-Q4,5.496956,Massachusetts,6888028.4296,660806.865924,,,,2018
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2019-Q1,1.758339,Massachusetts,6890337.633099,668867.110322,,,,2019
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2019-Q2,1.434923,Massachusetts,6892597.385616,673325.294282,,,,2019
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2019-Q3,4.697163,Massachusetts,6894883.0,681702.621466,,,,2019
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2019-Q4,6.776761,Massachusetts,6920587.922248,685964.214098,,,,2019
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2020-Q1,10.422543,Massachusetts,6946388.675423,685754.93946,,,,2020
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2020-Q2,6.633222,Massachusetts,6972003.609943,629092.245752,,,,2020
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2020-Q3,4.349654,Massachusetts,6997713.0,674885.341585,,,,2020
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2020-Q4,2.017006,Massachusetts,6996260.212835,688729.175985,,,,2020
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2021-Q1,2.111592,Massachusetts,6994807.727282,695204.006458,,,,2021
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2021-Q2,4.967323,Massachusetts,6993387.109289,709466.390134,,,,2021
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2021-Q3,11.585678,Massachusetts,6991951.0,721376.019544,,,,2021
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2021-Q4,8.66684,Massachusetts,6989628.178609,725383.945949,,,,2021
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2022-Q1,5.006513,Massachusetts,6987306.128892,723081.924929,244.43314,34.982458,0.001352,2022
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2022-Q2,6.119417,Massachusetts,6985035.304961,725580.537276,70.271371,10.060274,0.000387,2022
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2022-Q3,1.975572,Massachusetts,6982740.0,723538.524139,67.616964,9.683443,0.000374,2022
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2022-Q4,3.354202,Massachusetts,6987438.397847,737331.625294,124.650887,17.839282,0.000676,2022
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2023-Q1,5.474103,Massachusetts,6992139.957053,731307.052376,81.2618,11.621878,0.000444,2023
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2023-Q2,6.010956,Massachusetts,6996742.369511,734300.313867,96.988524,13.861954,0.000528,2023
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2023-Q3,4.243396,Massachusetts,7001399.0,737515.533309,105.134984,15.016282,0.00057,2023
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2023-Q4,0.708275,Massachusetts,7035034.721753,742062.500448,109.696297,15.592858,0.000591,2023
Energy and Industry,ma,2504,MA-04,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jake Auchincloss,Democratic,2024-Q1,0.472183,Massachusetts,7068832.034323,752278.907786,253.817447,35.906561,0.00135,2024
Energy and Industry,ma,2505,MA-05,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Katherine Clark,Democratic,2018-Q1,0.550519,Massachusetts,6874722.140118,651890.498005,,,,2018
Energy and Industry,ma,2505,MA-05,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Katherine Clark,Democratic,2018-Q2,1.651557,Massachusetts,6880188.491825,656494.540046,,,,2018
Energy and Industry,ma,2505,MA-05,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Katherine Clark,Democratic,2018-Q3,1.651557,Massachusetts,6885720.0,659024.860671,,,,2018
Energy and Industry,ma,2505,MA-05,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Katherine Clark,Democratic,2020-Q2,0.565455,Massachusetts,6972003.609943,629092.245752,,,,2020
Energy and Industry,ma,2505,MA-05,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Katherine Clark,Democratic,2020-Q3,0.848182,Massachusetts,6997713.0,674885.341585,,,,2020
Energy and Industry,ma,2505,MA-05,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Katherine Clark,Democratic,2020-Q4,0.565455,Massachusetts,6996260.212835,688729.175985,,,,2020
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2018-Q1,3.753539,Massachusetts,6874722.140118,651890.498005,,,,2018
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2018-Q2,3.815103,Massachusetts,6880188.491825,656494.540046,,,,2018
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2018-Q3,1.969115,Massachusetts,6885720.0,659024.860671,,,,2018
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2018-Q4,1.969115,Massachusetts,6888028.4296,660806.865924,,,,2018
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2019-Q1,3.325617,Massachusetts,6890337.633099,668867.110322,,,,2019
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2019-Q2,15.409468,Massachusetts,6892597.385616,673325.294282,,,,2019
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2019-Q3,5.195254,Massachusetts,6894883.0,681702.621466,,,,2019
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2019-Q4,3.463503,Massachusetts,6920587.922248,685964.214098,,,,2019
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2020-Q2,1.522379,Massachusetts,6972003.609943,629092.245752,,,,2020
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2020-Q3,2.283568,Massachusetts,6997713.0,674885.341585,,,,2020
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2020-Q4,1.522379,Massachusetts,6996260.212835,688729.175985,,,,2020
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2021-Q2,1.768597,Massachusetts,6993387.109289,709466.390134,,,,2021
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2021-Q3,2.652896,Massachusetts,6991951.0,721376.019544,,,,2021
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2021-Q4,2.652896,Massachusetts,6989628.178609,725383.945949,,,,2021
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2022-Q1,0.884299,Massachusetts,6987306.128892,723081.924929,244.43314,34.982458,0.001352,2022
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2022-Q3,1.067138,Massachusetts,6982740.0,723538.524139,67.616964,9.683443,0.000374,2022
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2022-Q4,2.3416,Massachusetts,6987438.397847,737331.625294,124.650887,17.839282,0.000676,2022
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2023-Q1,2.3416,Massachusetts,6992139.957053,731307.052376,81.2618,11.621878,0.000444,2023
Energy and Industry,ma,2506,MA-06,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Seth Moulton,Democratic,2023-Q2,0.780533,Massachusetts,6996742.369511,734300.313867,96.988524,13.861954,0.000528,2023
Energy and Industry,ma,2507,MA-07,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Ayanna Pressley,Democratic,2019-Q1,0.148214,Massachusetts,6890337.633099,668867.110322,,,,2019
Energy and Industry,ma,2507,MA-07,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Ayanna Pressley,Democratic,2020-Q1,0.049405,Massachusetts,6946388.675423,685754.93946,,,,2020
Energy and Industry,ma,2507,MA-07,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Ayanna Pressley,Democratic,2020-Q2,0.148214,Massachusetts,6972003.609943,629092.245752,,,,2020
Energy and Industry,ma,2507,MA-07,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Ayanna Pressley,Democratic,2020-Q3,0.148214,Massachusetts,6997713.0,674885.341585,,,,2020
Energy and Industry,ma,2507,MA-07,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Ayanna Pressley,Democratic,2020-Q4,0.148214,Massachusetts,6996260.212835,688729.175985,,,,2020
Energy and Industry,ma,2507,MA-07,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Ayanna Pressley,Democratic,2021-Q1,0.148214,Massachusetts,6994807.727282,695204.006458,,,,2021
Energy and Industry,ma,2507,MA-07,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Ayanna Pressley,Democratic,2021-Q2,0.148214,Massachusetts,6993387.109289,709466.390134,,,,2021
Energy and Industry,ma,2507,MA-07,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Ayanna Pressley,Democratic,2021-Q3,0.148214,Massachusetts,6991951.0,721376.019544,,,,2021
Energy and Industry,ma,2507,MA-07,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Ayanna Pressley,Democratic,2021-Q4,0.148214,Massachusetts,6989628.178609,725383.945949,,,,2021
