Segment,state,CD119_2024,CD119_2024_Name,US Senator 1: Name,US Senator 1: Party,US Senator 2: Name,US Senator 2: Party,US Representative Name,US Representative Party,quarter,Estimated_Actual_Quarterly_Expenditure,StateName,population,real_gdp,Total Federal Investment,Federal investment per capita,Federal investment as a fraction of state GDP,year
Energy and Industry,ma,2507,MA-07,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Ayanna Pressley,Democratic,2022-Q1,0.148214,Massachusetts,6987306.128892,723081.924929,244.43314,34.982458,0.001352,2022
Energy and Industry,ma,2507,MA-07,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Ayanna Pressley,Democratic,2022-Q2,0.148214,Massachusetts,6985035.304961,725580.537276,70.271371,10.060274,0.000387,2022
Energy and Industry,ma,2507,MA-07,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Ayanna Pressley,Democratic,2022-Q3,0.148214,Massachusetts,6982740.0,723538.524139,67.616964,9.683443,0.000374,2022
Energy and Industry,ma,2507,MA-07,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Ayanna Pressley,Democratic,2022-Q4,0.148214,Massachusetts,6987438.397847,737331.625294,124.650887,17.839282,0.000676,2022
Energy and Industry,ma,2507,MA-07,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Ayanna Pressley,Democratic,2023-Q1,0.148214,Massachusetts,6992139.957053,731307.052376,81.2618,11.621878,0.000444,2023
Energy and Industry,ma,2508,MA-08,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Stephen Lynch,Democratic,2018-Q1,1.381113,Massachusetts,6874722.140118,651890.498005,,,,2018
Energy and Industry,ma,2508,MA-08,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Stephen Lynch,Democratic,2018-Q2,0.920742,Massachusetts,6880188.491825,656494.540046,,,,2018
Energy and Industry,ma,2508,MA-08,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Stephen Lynch,Democratic,2020-Q1,0.088823,Massachusetts,6946388.675423,685754.93946,,,,2020
Energy and Industry,ma,2508,MA-08,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Stephen Lynch,Democratic,2020-Q2,0.399592,Massachusetts,6972003.609943,629092.245752,,,,2020
Energy and Industry,ma,2508,MA-08,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Stephen Lynch,Democratic,2020-Q3,0.665838,Massachusetts,6997713.0,674885.341585,,,,2020
Energy and Industry,ma,2508,MA-08,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Stephen Lynch,Democratic,2020-Q4,0.665838,Massachusetts,6996260.212835,688729.175985,,,,2020
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2018-Q1,1.230006,Massachusetts,6874722.140118,651890.498005,,,,2018
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2018-Q2,12.840954,Massachusetts,6880188.491825,656494.540046,,,,2018
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2018-Q3,20.147998,Massachusetts,6885720.0,659024.860671,,,,2018
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2018-Q4,17.794947,Massachusetts,6888028.4296,660806.865924,,,,2018
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2019-Q1,6.681127,Massachusetts,6890337.633099,668867.110322,,,,2019
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2019-Q2,5.034187,Massachusetts,6892597.385616,673325.294282,,,,2019
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2019-Q3,3.001261,Massachusetts,6894883.0,681702.621466,,,,2019
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2019-Q4,4.494631,Massachusetts,6920587.922248,685964.214098,,,,2019
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2020-Q1,3.979901,Massachusetts,6946388.675423,685754.93946,,,,2020
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2020-Q2,3.189853,Massachusetts,6972003.609943,629092.245752,,,,2020
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2020-Q3,3.875956,Massachusetts,6997713.0,674885.341585,,,,2020
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2020-Q4,14.073556,Massachusetts,6996260.212835,688729.175985,,,,2020
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2021-Q1,24.309324,Massachusetts,6994807.727282,695204.006458,,,,2021
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2021-Q2,43.964439,Massachusetts,6993387.109289,709466.390134,,,,2021
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2021-Q3,55.226003,Massachusetts,6991951.0,721376.019544,,,,2021
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2021-Q4,33.07651,Massachusetts,6989628.178609,725383.945949,,,,2021
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2022-Q1,17.837327,Massachusetts,6987306.128892,723081.924929,244.43314,34.982458,0.001352,2022
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2022-Q2,12.460682,Massachusetts,6985035.304961,725580.537276,70.271371,10.060274,0.000387,2022
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2022-Q3,9.272244,Massachusetts,6982740.0,723538.524139,67.616964,9.683443,0.000374,2022
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2022-Q4,6.890955,Massachusetts,6987438.397847,737331.625294,124.650887,17.839282,0.000676,2022
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2023-Q1,6.830576,Massachusetts,6992139.957053,731307.052376,81.2618,11.621878,0.000444,2023
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2023-Q2,10.145494,Massachusetts,6996742.369511,734300.313867,96.988524,13.861954,0.000528,2023
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2023-Q3,8.110144,Massachusetts,7001399.0,737515.533309,105.134984,15.016282,0.00057,2023
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2023-Q4,534.30735,Massachusetts,7035034.721753,742062.500448,109.696297,15.592858,0.000591,2023
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2024-Q1,568.009313,Massachusetts,7068832.034323,752278.907786,253.817447,35.906561,0.00135,2024
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2024-Q2,586.186204,Massachusetts,7102421.711445,755754.135111,177.437279,24.982645,0.000939,2024
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2024-Q3,585.956939,Massachusetts,7136171.0,760104.510924,131.147224,18.377814,0.00069,2024
Energy and Industry,ma,2509,MA-09,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Bill Keating,Democratic,2024-Q4,585.498409,Massachusetts,7170454.185709,764479.928967,176.889979,24.669285,0.000926,2024
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2018-Q1,20.269112,Maryland,6035222.858466,489688.495806,,,,2018
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2018-Q2,4.123773,Maryland,6038667.791078,491452.805334,,,,2018
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2018-Q3,6.761281,Maryland,6042153.0,491277.349138,,,,2018
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2018-Q4,7.143253,Maryland,6045377.000164,490585.27192,,,,2018
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2019-Q1,6.549813,Maryland,6048602.720605,484532.033154,,,,2019
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2019-Q2,9.652425,Maryland,6051759.982158,489878.573352,,,,2019
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2019-Q3,5.124701,Maryland,6054954.0,493105.017848,,,,2019
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2019-Q4,4.685117,Maryland,6084583.35202,495615.016209,,,,2019
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2020-Q2,1.304896,Maryland,6143951.727374,451443.918835,,,,2020
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2020-Q3,1.63112,Maryland,6173689.0,480613.51144,,,,2020
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2020-Q4,4.673451,Maryland,6174030.758231,481992.792093,,,,2020
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2021-Q1,12.050084,Maryland,6174372.53538,495229.987334,,,,2021
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2021-Q2,12.506507,Maryland,6174706.900899,491793.97016,,,,2021
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2021-Q3,1.095947,Maryland,6175045.0,494762.104144,,,,2021
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2021-Q4,0.694089,Maryland,6172254.395189,503032.914278,,,,2021
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2022-Q1,54.174044,Maryland,6169465.051498,504514.544379,28.214096,4.573183,0.000224,2022
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2022-Q2,86.218188,Maryland,6166737.565462,506897.824376,38.835177,6.297524,0.000306,2022
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2022-Q3,85.889415,Maryland,6163981.0,508808.3474,31.707204,5.143949,0.000249,2022
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2023-Q1,1.274463,Maryland,6172178.509192,511376.83116,72.235639,11.703427,0.000565,2023
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2023-Q2,1.274463,Maryland,6176192.129889,512297.97619,93.658328,15.164413,0.000731,2023
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2023-Q3,1.751727,Maryland,6180253.0,518614.39925,90.056051,14.57158,0.000695,2023
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2023-Q4,2.143463,Maryland,6201004.107976,520139.8934,100.511218,16.208862,0.000773,2023
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2024-Q1,19.080837,Maryland,6221824.890848,522065.037774,121.421649,19.51544,0.00093,2024
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2024-Q2,29.798153,Maryland,6242488.133177,525028.297975,116.404261,18.647094,0.000887,2024
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2024-Q3,42.683349,Maryland,6263220.0,528907.829423,126.126266,20.137607,0.000954,2024
Energy and Industry,md,2401,MD-01,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Andrew Harris,Republican,2024-Q4,66.648384,Maryland,6284249.681875,532816.027447,147.873095,23.530748,0.00111,2024
Energy and Industry,md,2402,MD-02,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,John Olszewski Jr.,Democratic,2019-Q1,0.439585,Maryland,6048602.720605,484532.033154,,,,2019
Energy and Industry,md,2402,MD-02,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,John Olszewski Jr.,Democratic,2019-Q2,1.318754,Maryland,6051759.982158,489878.573352,,,,2019
Energy and Industry,md,2402,MD-02,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,John Olszewski Jr.,Democratic,2019-Q3,1.318754,Maryland,6054954.0,493105.017848,,,,2019
Energy and Industry,md,2402,MD-02,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,John Olszewski Jr.,Democratic,2020-Q1,0.413217,Maryland,6114357.692508,482143.879373,,,,2020
Energy and Industry,md,2402,MD-02,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,John Olszewski Jr.,Democratic,2020-Q2,2.109582,Maryland,6143951.727374,451443.918835,,,,2020
Energy and Industry,md,2402,MD-02,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,John Olszewski Jr.,Democratic,2020-Q3,2.544547,Maryland,6173689.0,480613.51144,,,,2020
Energy and Industry,md,2402,MD-02,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,John Olszewski Jr.,Democratic,2020-Q4,0.869931,Maryland,6174030.758231,481992.792093,,,,2020
Energy and Industry,md,2402,MD-02,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,John Olszewski Jr.,Democratic,2021-Q1,0.760704,Maryland,6174372.53538,495229.987334,,,,2021
Energy and Industry,md,2402,MD-02,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,John Olszewski Jr.,Democratic,2021-Q2,3.423168,Maryland,6174706.900899,491793.97016,,,,2021
Energy and Industry,md,2402,MD-02,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,John Olszewski Jr.,Democratic,2021-Q3,5.842854,Maryland,6175045.0,494762.104144,,,,2021
Energy and Industry,md,2402,MD-02,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,John Olszewski Jr.,Democratic,2021-Q4,7.259058,Maryland,6172254.395189,503032.914278,,,,2021
Energy and Industry,md,2402,MD-02,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,John Olszewski Jr.,Democratic,2022-Q1,4.976946,Maryland,6169465.051498,504514.544379,28.214096,4.573183,0.000224,2022
Energy and Industry,md,2402,MD-02,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,John Olszewski Jr.,Democratic,2023-Q1,1.274463,Maryland,6172178.509192,511376.83116,72.235639,11.703427,0.000565,2023
Energy and Industry,md,2402,MD-02,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,John Olszewski Jr.,Democratic,2023-Q2,1.274463,Maryland,6176192.129889,512297.97619,93.658328,15.164413,0.000731,2023
Energy and Industry,md,2402,MD-02,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,John Olszewski Jr.,Democratic,2023-Q3,0.8331,Maryland,6180253.0,518614.39925,90.056051,14.57158,0.000695,2023
Energy and Industry,md,2402,MD-02,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,John Olszewski Jr.,Democratic,2023-Q4,1.224836,Maryland,6201004.107976,520139.8934,100.511218,16.208862,0.000773,2023
Energy and Industry,md,2402,MD-02,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,John Olszewski Jr.,Democratic,2024-Q1,1.224836,Maryland,6221824.890848,522065.037774,121.421649,19.51544,0.00093,2024
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2018-Q2,10.50991,Maryland,6038667.791078,491452.805334,,,,2018
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2018-Q3,10.50991,Maryland,6042153.0,491277.349138,,,,2018
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2019-Q3,0.326224,Maryland,6054954.0,493105.017848,,,,2019
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2019-Q4,0.978672,Maryland,6084583.35202,495615.016209,,,,2019
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2020-Q1,0.978672,Maryland,6114357.692508,482143.879373,,,,2020
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2020-Q2,0.434965,Maryland,6143951.727374,451443.918835,,,,2020
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2020-Q3,0.652448,Maryland,6173689.0,480613.51144,,,,2020
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2020-Q4,2.602972,Maryland,6174030.758231,481992.792093,,,,2020
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2021-Q1,3.25201,Maryland,6174372.53538,495229.987334,,,,2021
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2021-Q2,2.168006,Maryland,6174706.900899,491793.97016,,,,2021
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2022-Q1,1.213889,Maryland,6169465.051498,504514.544379,28.214096,4.573183,0.000224,2022
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2022-Q2,3.641668,Maryland,6166737.565462,506897.824376,38.835177,6.297524,0.000306,2022
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2022-Q3,4.49131,Maryland,6163981.0,508808.3474,31.707204,5.143949,0.000249,2022
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2022-Q4,3.823389,Maryland,6168078.392763,510699.375292,105.088467,17.037473,0.000823,2022
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2023-Q1,6.372315,Maryland,6172178.509192,511376.83116,72.235639,11.703427,0.000565,2023
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2023-Q2,2.973747,Maryland,6176192.129889,512297.97619,93.658328,15.164413,0.000731,2023
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2023-Q3,1.666199,Maryland,6180253.0,518614.39925,90.056051,14.57158,0.000695,2023
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2023-Q4,1.224836,Maryland,6201004.107976,520139.8934,100.511218,16.208862,0.000773,2023
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2024-Q1,1.735185,Maryland,6221824.890848,522065.037774,121.421649,19.51544,0.00093,2024
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2024-Q2,0.918627,Maryland,6242488.133177,525028.297975,116.404261,18.647094,0.000887,2024
Energy and Industry,md,2403,MD-03,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Sarah Elfreth,Democratic,2024-Q3,0.306209,Maryland,6263220.0,528907.829423,126.126266,20.137607,0.000954,2024
