Segment,Technology,Subcategory,Decarb_Sector,Project_Type,Estimated_Total_Facility_CAPEX,CD119_2024_Name,Announcement_Date,State,US Senator 1: Party,US Senator 2: Party,US Representative Party,Latitude,Longitude,Announcement_Year,Announcement_Quarter,solar_irradiance,wind_speed_2m,wind_speed_2m_max,wind_speed_50m,air_temp_2m,air_temp_2m_max,air_temp_2m_min,precipitation
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.826855,CA-21,2019-12-31,CA,Democratic,Democratic,Democratic,36.817816,-119.7707,2019,4,5.347896174863388,1.719672131147541,3.113551912568306,3.695245901639344,19.25092896174863,26.970846994535524,12.885109289617484,0.6089617486338798
Energy and Industry,Solar,Solar Photovoltaic,Power,New,2.435806,CA-21,2019-12-31,CA,Democratic,Democratic,Democratic,36.734014,-119.7178,2019,4,5.347896174863388,2.0008196721311475,3.2741803278688524,4.619535519125683,19.22724043715847,27.56871584699454,12.296038251366122,0.4854644808743169
Energy and Industry,Solar,Solar Photovoltaic,Power,New,3.061834,CA-13,2020-08-31,CA,Democratic,Democratic,Democratic,37.10117,-120.1531,2020,3,5.274071038251365,1.719672131147541,3.113551912568306,3.695245901639344,19.25092896174863,26.970846994535524,12.885109289617484,0.6089617486338798
Energy and Industry,Solar,Solar Photovoltaic,Power,New,3.044758,IA-04,2020-11-30,IA,Republican,Republican,Republican,42.003,-93.617,2020,4,4.059071038251367,3.342841530054645,5.1535519125683065,6.947622950819672,9.940136612021858,15.730792349726777,4.550163934426228,1.8139617486338795
Energy and Industry,Solar,Solar Photovoltaic,Power,New,2.662464,MD-06,2020-11-30,MD,Democratic,Democratic,Democratic,39.59535,-79.3879,2020,4,3.754508196721312,0.2333606557377049,0.476912568306011,4.639590163934426,10.475792349726774,15.898333333333332,5.542540983606557,3.1139071038251367
Energy and Industry,Solar,Solar Photovoltaic,Power,Cancelled,1.932936,IL-06,2020-11-30,IL,Democratic,Democratic,Democratic,41.6927,-87.8333,2020,4,3.8967486338797817,3.11379781420765,4.795245901639343,6.6000273224043715,10.27827868852459,15.657185792349726,5.184672131147541,2.6378142076502735
Energy and Industry,Solar,Solar Photovoltaic,Power,New,3.044758,IL-11,2020-04-30,IL,Democratic,Democratic,Democratic,41.823403,-88.3383,2020,2,3.9289071038251366,3.291939890710382,4.97811475409836,6.789098360655737,9.780136612021858,14.994508196721313,4.812650273224044,2.6925683060109287
Energy and Industry,Solar,Solar Photovoltaic,Power,New,3.865871,CA-09,2021-01-31,CA,Democratic,Democratic,Democratic,37.911715,-121.1987,2021,1,5.329262295081967,2.0813934426229506,3.513224043715846,4.39587431693989,17.311748633879784,26.216803278688527,10.46622950819672,0.5997540983606557
Energy and Industry,Solar,Solar Photovoltaic,Power,New,2.857951,CA-23,2021-10-31,CA,Democratic,Democratic,Republican,35.582,-116.924,2021,4,5.849535519125684,2.8433060109289614,4.764043715846995,5.23068306010929,18.920491803278686,26.859016393442623,11.727131147540982,0.2572950819672132
Energy and Industry,Solar,Solar Photovoltaic,Power,New,5.715902,CA-20,2021-10-31,CA,Democratic,Democratic,Republican,35.1135,-118.569,2021,4,5.606721311475409,2.058743169398907,3.822841530054645,4.292896174863388,16.248224043715847,24.83773224043716,9.169863387978143,0.5562568306010929
Energy and Industry,Solar,Solar Photovoltaic,Power,New,3.865871,CA-26,2022-01-31,CA,Democratic,Democratic,Democratic,34.299721,-118.8335,2022,1,5.645983606557377,2.2001092896174863,4.035355191256831,4.4033060109289615,17.110437158469946,25.5375956284153,10.21928961748634,0.7248087431693988
Energy and Industry,Solar,Solar Photovoltaic,Power,New,2.124306,CA-26,2022-02-28,CA,Democratic,Democratic,Democratic,34.165905,-119.1568,2022,1,5.512049180327868,2.7148907103825133,4.14346994535519,4.567021857923497,17.572349726775958,19.611038251366125,15.936803278688528,0.9163934426229507
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.416204,NY-14,2022-02-28,NY,Democratic,Democratic,Democratic,40.772982,-73.87472,2022,1,4.010027322404372,1.5991803278688523,2.3855464480874313,5.30103825136612,11.886338797814206,16.681612021857923,7.330956284153006,3.2756557377049176
Energy and Industry,Solar,Solar Photovoltaic,Power,New,3.271122,CA-24,2022-03-31,CA,Democratic,Democratic,Democratic,35.32554,-120.6935,2022,1,5.463524590163935,2.251803278688525,3.788825136612022,4.477540983606557,16.13879781420765,23.55191256830601,10.46169398907104,0.5994535519125682
Energy and Industry,Solar,Solar Photovoltaic,Power,New,2.286361,CA-18,2022-03-31,CA,Democratic,Democratic,Democratic,36.46767,-121.3846,2022,1,5.232513661202185,1.9437978142076504,3.456775956284153,3.7297540983606554,15.932568306010928,24.78792349726776,9.452377049180328,0.5972131147540984
Energy and Industry,Solar,Solar Photovoltaic,Power,New,4.906682,CA-18,2022-03-31,CA,Democratic,Democratic,Democratic,36.467471,-121.3845,2022,1,5.232513661202185,1.9437978142076504,3.456775956284153,3.7297540983606554,15.932568306010928,24.78792349726776,9.452377049180328,0.5972131147540984
Energy and Industry,Solar,Solar Photovoltaic,Power,New,2.857951,CA-13,2022-03-31,CA,Democratic,Democratic,Democratic,36.130814,-120.2529,2022,1,5.4234426229508195,2.033551912568306,3.3764480874316947,4.564262295081967,18.943469945355194,27.726448087431695,11.899890710382516,0.4611748633879781
Energy and Industry,Solar,Solar Photovoltaic,Power,New,3.427694,CA-26,2022-03-31,CA,Democratic,Democratic,Democratic,34.25,-119.25,2022,1,5.512049180327868,0.9078415300546449,1.3201639344262297,3.9186338797814217,16.930628415300546,24.683251366120217,10.66811475409836,0.6778688524590163
Energy and Industry,Solar,Solar Photovoltaic,Power,New,3.965372,CA-21,2021-08-31,CA,Democratic,Democratic,Democratic,36.661113,-119.726,2021,3,5.347896174863388,2.0008196721311475,3.2741803278688524,4.619535519125683,19.22724043715847,27.56871584699454,12.296038251366122,0.4854644808743169
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.784248,CA-13,2022-04-30,CA,Democratic,Democratic,Democratic,36.95,-120.05,2022,2,5.4234426229508195,1.719672131147541,3.113551912568306,3.695245901639344,19.25092896174863,26.970846994535524,12.885109289617484,0.6089617486338798
Energy and Industry,Solar,Solar Photovoltaic,Power,New,3.715336,CA-01,2022-04-30,CA,Democratic,Democratic,Republican,38.75,-121.55,2022,2,5.250573770491803,1.4539344262295082,2.394098360655738,4.268169398907103,17.5324043715847,25.310081967213115,11.03587431693989,0.937950819672131
Energy and Industry,Solar,Solar Photovoltaic,Power,New,2.000566,CA-48,2022-10-31,CA,Democratic,Democratic,Republican,32.7466,-116.9389,2022,4,5.903497267759564,2.1412021857923498,3.8413934426229503,3.636065573770492,17.49439890710383,23.586584699453553,13.048715846994536,1.3668579234972678
Energy and Industry,Solar,Solar Photovoltaic,Power,New,3.568496,CA-19,2023-05-31,CA,Democratic,Democratic,Democratic,36.987452,-121.9224,2023,2,5.232513661202185,1.0765846994535515,1.5598907103825137,3.825437158469945,14.423715846994536,21.515054644808743,9.250081967213116,0.7160382513661203
Energy and Industry,Solar,Solar Photovoltaic,Power,New,3.865871,CA-51,2022-08-31,CA,Democratic,Democratic,Democratic,32.816578,-117.0063,2022,3,5.1361748633879785,2.210846994535519,3.8621038251366127,4.090409836065573,17.629972677595628,25.052349726775955,11.991065573770491,0.8333333333333334
Energy and Industry,Solar,Solar Photovoltaic,Power,Cancelled,1.522379,MN-08,2019-08-31,MN,Democratic,Democratic,Republican,45.360277,-92.92305,2019,3,3.886284153005464,3.012896174863388,4.6530327868852455,6.578306010928962,6.229945355191257,11.425737704918031,0.8698087431693987,1.8997814207650272
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.751652,MI-01,2018-03-31,MI,Democratic,Democratic,Republican,44.77666,-85.69227,2018,1,3.721338797814207,4.540355191256831,6.352431693989072,7.496584699453552,8.06464480874317,10.637540983606558,5.362568306010928,2.7068032786885245
Energy and Industry,Solar,Solar Photovoltaic,Power,New,2.769384,MI-01,2019-05-31,MI,Democratic,Democratic,Republican,44.776787,-85.70136,2019,2,3.721338797814207,4.540355191256831,6.352431693989072,7.496584699453552,8.06464480874317,10.637540983606558,5.362568306010928,2.7068032786885245
Energy and Industry,Solar,Solar Photovoltaic,Power,New,9.185501,MI-01,2020-11-30,MI,Democratic,Democratic,Republican,46.189254,-84.34545,2020,4,3.5069125683060114,3.162814207650273,4.46,6.15311475409836,6.438306010928962,9.393934426229508,3.392786885245901,2.7296174863387983
Energy and Industry,Solar,Solar Photovoltaic,Power,New,6.65616,NC-06,2019-08-31,NC,Republican,Republican,Republican,35.933,-80.376,2019,3,4.3560928961748635,1.9995081967213113,3.409726775956284,5.093825136612022,14.890846994535517,20.284426229508192,9.7224043715847,4.595464480874317
Energy and Industry,Solar,Solar Photovoltaic,Power,New,6.65616,NC-06,2019-08-31,NC,Republican,Republican,Republican,35.956,-80.444,2019,3,4.3560928961748635,1.9995081967213113,3.409726775956284,5.093825136612022,14.890846994535517,20.284426229508192,9.7224043715847,4.595464480874317
Energy and Industry,Solar,Solar Photovoltaic,Power,New,6.65616,NC-03,2019-08-31,NC,Republican,Republican,Republican,35.138,-77.092,2019,3,4.3737704918032785,1.8764207650273224,2.584672131147541,5.534262295081967,18.275163934426228,22.308333333333337,14.56653005464481,5.070300546448087
Energy and Industry,Solar,Solar Photovoltaic,Power,Cancelled,7.611894,NC-14,2019-08-31,NC,Republican,Republican,Republican,35.301923,-81.86402,2019,3,4.313251366120219,0.3547814207650273,0.6389617486338798,3.970218579234973,14.557076502732238,20.3403825136612,9.373251366120218,4.774808743169399
Energy and Industry,Solar,Solar Photovoltaic,Power,New,4.61564,CA-23,2019-08-31,CA,Democratic,Democratic,Republican,35.141374,-117.9657,2019,3,5.784316939890711,2.6679781420765027,4.5216393442622955,5.583251366120219,16.4794262295082,24.969371584699452,9.502295081967212,0.4662295081967212
Energy and Industry,Solar,Solar Photovoltaic,Power,Restart,55.231965,HI-01,2020-01-31,HI,Democratic,Democratic,Democratic,21.427916,-158.0199,2020,1,5.930355191256831,5.431502732240436,6.47172131147541,7.257786885245903,25.044972677595627,26.585601092896173,23.812377049180327,2.788879781420765
Energy and Industry,Solar,Solar Photovoltaic,Power,New,7.692734,FL-04,2019-09-30,FL,Republican,Republican,Republican,30.456753,-81.71486,2019,3,4.686229508196721,0.6199180327868852,0.9503551912568308,4.2628142076502735,21.19412568306011,26.79969945355191,16.42139344262295,3.80327868852459
Energy and Industry,Solar,Solar Photovoltaic,Power,New,29.990863,VA-04,2019-09-30,VA,Democratic,Democratic,Democratic,37.177825,-77.33765,2019,3,4.2189617486338795,0.0881967213114754,0.3097814207650273,4.160819672131147,15.529043715846996,21.39926229508197,10.277349726775958,4.7534426229508195
Energy and Industry,Solar,Solar Photovoltaic,Power,New,2.30782,CO-04,2019-09-30,CO,Democratic,Democratic,Republican,40.66583,-103.1324,2019,3,4.840546448087431,3.2048360655737707,5.3759289617486345,6.7131693989071035,11.73915300546448,19.433306010928963,4.941174863387978,0.825792349726776
Energy and Industry,Solar,Solar Photovoltaic,Power,New,2.461675,NM-03,2019-09-30,NM,Democratic,Democratic,Democratic,36.331724,-106.1901,2019,3,5.3944535519125685,1.8709016393442623,3.516967213114754,5.362650273224045,8.365765027322404,16.744125683060112,1.092295081967213,0.82224043715847
Energy and Industry,Solar,Solar Photovoltaic,Power,New,4.719374,NM-03,2019-09-30,NM,Democratic,Democratic,Democratic,36.371326,-105.6602,2019,3,5.3765300546448085,1.8236338797814209,3.510737704918033,4.933360655737705,8.5525956284153,16.765601092896176,1.5110382513661198,0.810191256830601
Energy and Industry,Solar,Solar Photovoltaic,Power,New,2.435806,NM-03,2019-09-30,NM,Democratic,Democratic,Democratic,36.810668,-105.5884,2019,3,5.3765300546448085,2.170655737704918,4.073415300546448,5.251256830601093,7.556229508196721,15.992295081967214,0.3232513661202186,0.7692622950819672
Energy and Industry,Solar,Solar Photovoltaic,Power,New,376.584464,NV-04,2019-09-30,NV,Democratic,Democratic,Democratic,36.304793,-114.4728,2019,3,5.77568306010929,2.325081967213115,4.191502732240438,4.738879781420765,20.05166666666667,27.716803278688527,12.899262295081968,0.2467486338797814
Energy and Industry,Solar,Solar Photovoltaic,Power,New,141.620423,CA-25,2019-09-30,CA,Democratic,Democratic,Democratic,32.687195,-115.6656,2019,3,5.993005464480874,2.386065573770492,3.902049180327869,5.047404371584699,24.24349726775956,32.9974043715847,16.859836065573774,0.2272404371584699
Energy and Industry,Solar,Solar Photovoltaic,Power,New,70.810212,LA-05,2019-09-30,LA,Republican,Republican,Republican,30.78184,-90.19536,2019,3,4.5674043715847,0.0541803278688524,0.295792349726776,3.876065573770492,19.10172131147541,24.992049180327868,14.005300546448089,5.393497267759563
Energy and Industry,Solar,Solar Photovoltaic,Power,New,6.481111,OH-07,2018-02-28,OH,Republican,Republican,Republican,41.443122,-81.75153,2018,1,3.707322404371585,4.0423770491803275,5.80931693989071,6.885327868852459,11.14155737704918,14.078961748633878,8.23516393442623,2.417295081967213
Energy and Industry,Solar,Solar Photovoltaic,Power,New,2.627477,MD-05,2017-09-30,MD,Democratic,Democratic,Democratic,38.82,-76.87,2017,3,4.199945355191257,2.6327049180327866,4.09431693989071,5.955273224043715,13.78857923497268,18.74609289617486,9.165109289617488,3.8811475409836063
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.538547,MN-02,2019-10-31,MN,Democratic,Democratic,Democratic,44.65779,-93.10852,2019,4,3.93896174863388,3.2204918032786884,4.891530054644809,6.871748633879783,7.150491803278689,12.439754098360655,1.8630054644808745,2.1716120218579236
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.538547,MN-07,2019-10-31,MN,Democratic,Democratic,Republican,45.843344,-95.15002,2019,4,3.9794808743169394,3.417677595628415,5.219180327868852,7.055765027322404,5.668387978142077,11.072240437158468,0.2367759562841535,1.7169125683060111
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.538547,MN-07,2019-10-31,MN,Democratic,Democratic,Republican,45.07106,-94.30718,2019,4,3.9794808743169394,3.2590983606557375,4.978005464480875,6.90311475409836,6.950464480874317,12.45918032786885,1.5079508196721316,1.729344262295082
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.538547,MN-07,2019-10-31,MN,Democratic,Democratic,Republican,44.7192,-94.49429,2019,4,4.038579234972677,3.3126775956284154,5.054016393442623,6.946448087431693,7.606939890710383,13.168852459016392,2.1888797814207654,1.9463661202185791
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.522379,MN-01,2019-10-31,MN,Democratic,Democratic,Republican,44.26035,-94.29093,2019,4,4.038579234972677,3.3126775956284154,5.054016393442623,6.946448087431693,7.606939890710383,13.168852459016392,2.1888797814207654,1.9463661202185791
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.538547,MN-07,2019-10-31,MN,Democratic,Democratic,Republican,45.61804,-94.48596,2019,4,3.9794808743169394,3.283715846994536,5.013333333333333,6.9297814207650275,6.421311475409835,11.858469945355193,1.015136612021858,1.6493442622950818
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.538547,MN-06,2019-10-31,MN,Democratic,Democratic,Republican,45.53199,-94.13578,2019,4,3.9794808743169394,3.283715846994536,5.013333333333333,6.9297814207650275,6.421311475409835,11.858469945355193,1.015136612021858,1.6493442622950818
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.522379,MN-01,2019-12-31,MN,Democratic,Democratic,Republican,44.29741,-92.64087,2019,4,3.933469945355192,3.257540983606557,4.911065573770492,6.8635792349726765,6.998743169398907,12.116639344262294,1.8417759562841536,2.18483606557377
Energy and Industry,Solar,Solar Photovoltaic,Power,New,6.089515,CA-35,2019-12-31,CA,Democratic,Democratic,Democratic,34.09,-117.45,2019,4,5.789344262295082,1.7743442622950822,3.7467486338797817,3.5301092896174864,18.100737704918032,26.402158469945356,11.785464480874316,0.686256830601093
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.522379,MN-01,2019-12-31,MN,Democratic,Democratic,Republican,44.29725,-92.74543,2019,4,3.933469945355192,3.257540983606557,4.911065573770492,6.8635792349726765,6.998743169398907,12.116639344262294,1.8417759562841536,2.18483606557377
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.522379,MN-01,2020-02-29,MN,Democratic,Democratic,Republican,43.858524,-91.32198,2020,1,3.9244262295081977,3.2275409836065574,4.848333333333334,6.779972677595629,7.354918032786884,12.212540983606557,2.4976502732240435,2.6273224043715846
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.522379,MN-01,2020-02-29,MN,Democratic,Democratic,Republican,44.293907,-92.7236,2020,1,3.933469945355192,3.257540983606557,4.911065573770492,6.8635792349726765,6.998743169398907,12.116639344262294,1.8417759562841536,2.18483606557377
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.522379,MN-01,2020-02-29,MN,Democratic,Democratic,Republican,43.866327,-91.32235,2020,1,3.9244262295081977,3.2275409836065574,4.848333333333334,6.779972677595629,7.354918032786884,12.212540983606557,2.4976502732240435,2.6273224043715846
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.522379,MN-06,2020-05-31,MN,Democratic,Democratic,Republican,45.423567,-94.0211,2020,2,3.9794808743169394,3.137732240437158,4.799945355191257,6.748251366120219,6.3472677595628415,11.5825956284153,1.0074590163934427,1.769754098360656
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.522379,MN-06,2020-05-31,MN,Democratic,Democratic,Republican,45.661251,-93.94227,2020,2,3.886284153005464,3.137732240437158,4.799945355191257,6.748251366120219,6.3472677595628415,11.5825956284153,1.0074590163934427,1.769754098360656
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.331232,MN-01,2020-06-30,MN,Democratic,Democratic,Republican,44.125,-93.277,2020,2,3.93896174863388,3.4283879781420765,5.144508196721311,7.148524590163935,7.198907103825136,12.33775956284153,2.138524590163935,2.176174863387978
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.522379,MN-06,2020-05-31,MN,Democratic,Democratic,Republican,45.416,-94.01,2020,2,3.9794808743169394,3.137732240437158,4.799945355191257,6.748251366120219,6.3472677595628415,11.5825956284153,1.0074590163934427,1.769754098360656
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.522379,MN-01,2020-06-30,MN,Democratic,Democratic,Republican,44.392,-92.595,2020,2,3.933469945355192,3.257540983606557,4.911065573770492,6.8635792349726765,6.998743169398907,12.116639344262294,1.8417759562841536,2.18483606557377
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.522379,MN-01,2020-06-30,MN,Democratic,Democratic,Republican,44.297,-92.736,2020,2,3.933469945355192,3.257540983606557,4.911065573770492,6.8635792349726765,6.998743169398907,12.116639344262294,1.8417759562841536,2.18483606557377
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.522379,MN-01,2020-06-30,MN,Democratic,Democratic,Republican,44.263,-92.669,2020,2,3.933469945355192,3.257540983606557,4.911065573770492,6.8635792349726765,6.998743169398907,12.116639344262294,1.8417759562841536,2.18483606557377
Energy and Industry,Solar,Solar Photovoltaic,Power,New,2.13133,IL-04,2020-07-31,IL,Democratic,Democratic,Democratic,41.849,-87.669,2020,3,3.8967486338797817,4.378032786885246,6.222486338797814,7.177896174863387,10.357213114754098,13.098497267759564,7.689836065573771,2.649562841530055
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.522379,IL-04,2020-06-30,IL,Democratic,Democratic,Democratic,41.817,-87.735,2020,2,3.8967486338797817,4.378032786885246,6.222486338797814,7.177896174863387,10.357213114754098,13.098497267759564,7.689836065573771,2.649562841530055
Energy and Industry,Solar,Solar Photovoltaic,Power,New,6.546229,MD-06,2019-10-31,MD,Democratic,Democratic,Democratic,39.625172,-77.8609,2019,4,3.953469945355191,0.7800546448087432,1.3081967213114754,4.471174863387979,12.491830601092897,18.55590163934426,7.069207650273224,2.879918032786885
Energy and Industry,Solar,Solar Photovoltaic,Power,New,2.89252,MD-02,2020-07-31,MD,Democratic,Democratic,Democratic,39.447,-76.63,2020,3,4.03551912568306,2.5871311475409837,4.116147540983606,6.031147540983607,12.894153005464482,18.141120218579236,8.03155737704918,3.41483606557377
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.331232,MN-01,2020-09-30,MN,Democratic,Democratic,Republican,44.282,-92.682,2020,3,3.933469945355192,3.257540983606557,4.911065573770492,6.8635792349726765,6.998743169398907,12.116639344262294,1.8417759562841536,2.18483606557377
Energy and Industry,Solar,Solar Photovoltaic,Power,New,3.461203,CA-33,2020-11-30,CA,Democratic,Democratic,Democratic,34.03925,-117.3606,2020,4,5.789344262295082,1.7743442622950822,3.7467486338797817,3.5301092896174864,18.100737704918032,26.402158469945356,11.785464480874316,0.686256830601093
Energy and Industry,Solar,Solar Photovoltaic,Power,New,4.659312,MA-09,2021-02-28,MA,Democratic,Democratic,Democratic,41.96951,-70.72541,2021,1,3.917923497267759,2.7883879781420764,3.8796448087431696,6.2681147540983595,11.412486338797812,14.606393442622949,8.374371584699453,2.86275956284153
Energy and Industry,Solar,Solar Photovoltaic,Power,New,2.081623,MA-04,2021-03-31,MA,Democratic,Democratic,Democratic,41.96829,-71.16544,2021,1,4.043825136612022,0.5298633879781421,0.7601092896174864,4.823360655737704,11.10704918032787,16.197295081967212,6.347814207650273,2.9363387978142073
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.331232,MN-08,2021-09-30,MN,Democratic,Democratic,Republican,45.488101,-92.78473,2021,3,3.886284153005464,3.1050546448087433,4.74844262295082,6.716502732240437,5.859863387978142,10.931912568306013,0.5695355191256829,2.041994535519126
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.331232,MN-08,2021-09-30,MN,Democratic,Democratic,Republican,45.485222,-92.81564,2021,3,3.886284153005464,3.012896174863388,4.6530327868852455,6.578306010928962,6.229945355191257,11.425737704918031,0.8698087431693987,1.8997814207650272
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.331232,MN-08,2021-09-30,MN,Democratic,Democratic,Republican,45.459283,-92.89781,2021,3,3.886284153005464,3.012896174863388,4.6530327868852455,6.578306010928962,6.229945355191257,11.425737704918031,0.8698087431693987,1.8997814207650272
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.597478,MS-03,2021-05-31,MS,Republican,Republican,Republican,32.254379,-90.15538,2021,2,4.539508196721312,0.9155464480874318,1.4194262295081967,4.522158469945356,18.160710382513663,23.844016393442622,13.072049180327868,5.5268852459016395
Energy and Industry,Solar,Solar Photovoltaic,Power,New,17.971632,OH-04,2021-04-30,OH,Republican,Republican,Republican,40.544,-84.187,2021,2,3.9174316939890703,3.0901912568306003,4.793060109289618,6.525409836065574,11.18327868852459,16.439918032786885,6.0368579234972675,2.6374590163934424
Energy and Industry,Solar,Solar Photovoltaic,Power,New,5.324928,ME-02,2021-05-31,ME,Republican,Independent,Democratic,44.85045,-69.45384,2021,2,3.8075136612021856,0.231311475409836,0.4903005464480874,4.326065573770492,6.625491803278689,11.709836065573768,1.401748633879781,3.025573770491803
Energy and Industry,Solar,Solar Photovoltaic,Power,New,6.65616,ME-02,2021-05-31,ME,Republican,Independent,Democratic,44.598,-69.357,2021,2,3.8075136612021856,0.2639890710382513,0.4916120218579235,4.434945355191257,7.626010928961748,12.798005464480871,2.510546448087432,3.095846994535519
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.331232,OH-14,2020-11-30,OH,Republican,Republican,Republican,41.27874,-80.83665,2020,4,3.742568306010929,0.4517486338797814,0.7449999999999999,4.616639344262295,10.458333333333334,15.74013661202186,5.490327868852458,2.613114754098361
Energy and Industry,Solar,Solar Photovoltaic,Power,New,2.124306,DE-00,2021-10-31,DE,Democratic,Democratic,Democratic,39.18568,-75.68538,2021,4,4.040355191256831,2.9655737704918037,4.580546448087432,6.4744808743169395,14.179781420765025,18.98513661202186,9.705081967213117,3.70655737704918
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.486873,MN-08,2022-10-31,MN,Democratic,Democratic,Republican,45.4895,-92.8501,2022,4,3.886284153005464,3.012896174863388,4.6530327868852455,6.578306010928962,6.229945355191257,11.425737704918031,0.8698087431693987,1.8997814207650272
Energy and Industry,Solar,Solar Photovoltaic,Power,New,1.557825,NJ-01,2021-09-30,NJ,Democratic,Democratic,Democratic,39.95526,-75.10218,2021,3,4.040355191256831,1.9077868852459017,3.201338797814208,5.513032786885246,12.82226775956284,18.08169398907104,7.82931693989071,3.945218579234972
Energy and Industry,Solar,Solar Photovoltaic,Power,New,5.05537,MA-02,2023-02-28,MA,Democratic,Democratic,Democratic,42.20618,-71.73999,2023,1,3.8942896174863386,0.1388251366120218,0.311967213114754,4.580300546448088,10.377677595628414,15.829207650273224,5.205382513661202,3.0199180327868853
Energy and Industry,Solar,Solar Photovoltaic,Power,New,2.82506,GA-01,2023-08-31,GA,Democratic,Democratic,Republican,32.138772,-81.69404,2023,3,4.660218579234973,1.2512568306010927,2.000655737704918,4.825109289617487,20.13789617486339,26.11568306010929,14.852021857923498,2.907459016393443
Energy and Industry,Solar,Solar Photovoltaic,Power,New,3.865871,GA-11,2024-07-31,GA,Democratic,Democratic,Republican,34.25745,-84.83149,2024,3,4.292103825136612,0.1025409836065573,0.3484153005464481,3.9287978142076496,16.30333333333333,22.472595628415306,10.841120218579237,4.1590710382513665
Energy and Industry,Solar,Solar Photovoltaic,Power,New,3.419809,GA-02,2024-07-31,GA,Democratic,Democratic,Democratic,32.856937,-83.55016,2024,3,4.569234972677595,0.3340163934426229,0.6097814207650273,4.086174863387978,18.04131147540983,24.318961748633885,12.480273224043716,3.9590983606557377
Energy and Industry,Solar,Solar Photovoltaic,Power,New,9.91343,RI-01,2019-09-30,RI,Democratic,Democratic,Democratic,41.979212,-71.58131,2019,3,4.043825136612022,0.1388251366120218,0.311967213114754,4.580300546448088,10.377677595628414,15.829207650273224,5.205382513661202,3.0199180327868853
Energy and Industry,Solar,Solar Photovoltaic,Power,New,11.046393,RI-01,2019-09-30,RI,Democratic,Democratic,Democratic,41.979212,-71.58131,2019,3,4.043825136612022,0.1388251366120218,0.311967213114754,4.580300546448088,10.377677595628414,15.829207650273224,5.205382513661202,3.0199180327868853
Energy and Industry,Solar,Solar Photovoltaic,Power,Cancelled,106.215317,VA-04,2019-09-30,VA,Democratic,Democratic,Democratic,37.072524,-77.17897,2019,3,4.2189617486338795,1.182103825136612,1.7895081967213116,5.064617486338798,15.82983606557377,21.217158469945353,10.982677595628417,4.701256830601093
Energy and Industry,Solar,Solar Photovoltaic,Power,New,428.692645,NM-03,2019-09-30,NM,Democratic,Democratic,Democratic,35.970349,-107.5631,2019,3,5.600546448087431,3.020792349726776,5.307814207650274,6.234918032786886,11.34185792349727,19.0094262295082,4.446994535519125,0.6127868852459015
Energy and Industry,Solar,Solar Photovoltaic,Power,New,3.077094,NY-24,2018-07-31,NY,Democratic,Democratic,Republican,43.058633,-77.34604,2018,3,3.67016393442623,0.7844262295081967,1.146502732240437,5.03827868852459,9.900027322404371,14.833278688524592,5.243825136612022,2.309808743169399
Energy and Industry,Solar,Solar Photovoltaic,Power,New,3.077094,NY-25,2018-08-31,NY,Democratic,Democratic,Democratic,43.150002,-77.8614,2018,3,3.67016393442623,0.4093715846994535,0.7064754098360656,5.037322404371585,9.689590163934428,14.824398907103824,4.800163934426229,2.358415300546448
Energy and Industry,Solar,Solar Photovoltaic,Power,New,3.077094,NY-24,2018-08-31,NY,Democratic,Democratic,Republican,43.1401,-77.0908,2018,3,3.67016393442623,0.8349180327868853,1.2078415300546448,4.937677595628416,10.204207650273224,15.02726775956284,5.5765846994535515,2.346338797814208
